track_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
she's long gone,the black keys,0.349,0.866,11,-6.676,0,0.112,0.0361,0.0406,0.216,0.488,167.951,not_hot,26ZnmGlPGXaOzPDydAP9D5,spotify:track:26ZnmGlPGXaOzPDydAP9D5,https://api.spotify.com/v1/tracks/26ZnmGlPGXaOzPDydAP9D5,https://api.spotify.com/v1/audio-analysis/26ZnmGlPGXaOzPDydAP9D5,186000,4
she's keepin time,bachman-turner overdrive,0.449,0.723,2,-12.64,1,0.0381,0.0462,0.000627,0.368,0.706,91.675,not_hot,5aFerIlIzkWOymASeRRdGo,spotify:track:5aFerIlIzkWOymASeRRdGo,https://api.spotify.com/v1/tracks/5aFerIlIzkWOymASeRRdGo,https://api.spotify.com/v1/audio-analysis/5aFerIlIzkWOymASeRRdGo,251800,4
shatter me featuring lzzy hale,lindsey stirling,0.483,0.947,9,-3.018,0,0.0594,0.000742,0.0,0.14,0.347,144.948,not_hot,2K7j4xrQENCi5r3Hii4cVe,spotify:track:2K7j4xrQENCi5r3Hii4cVe,https://api.spotify.com/v1/tracks/2K7j4xrQENCi5r3Hii4cVe,https://api.spotify.com/v1/audio-analysis/2K7j4xrQENCi5r3Hii4cVe,280800,4
warriors,ky-mani marley,0.428,0.607,6,-4.677,1,0.22,0.167,0.0,0.574,0.619,172.676,not_hot,3FSrxnRQFF7Dx1zYX5kFC3,spotify:track:3FSrxnRQFF7Dx1zYX5kFC3,https://api.spotify.com/v1/tracks/3FSrxnRQFF7Dx1zYX5kFC3,https://api.spotify.com/v1/audio-analysis/3FSrxnRQFF7Dx1zYX5kFC3,43840,4
lonely but only for you,k.t. oslin,0.71,0.335,0,-11.64,1,0.0256,0.374,1.24e-05,0.119,0.613,98.407,not_hot,3JRU8vkhKyDbdA0R3ly9tZ,spotify:track:3JRU8vkhKyDbdA0R3ly9tZ,https://api.spotify.com/v1/tracks/3JRU8vkhKyDbdA0R3ly9tZ,https://api.spotify.com/v1/audio-analysis/3JRU8vkhKyDbdA0R3ly9tZ,189920,4
jimmy's gang,parov stelar,0.902,0.692,9,-7.057,0,0.0714,0.0882,0.823,0.0884,0.461,125.023,not_hot,0AsMWmrDR1XcVOIASfmvzW,spotify:track:0AsMWmrDR1XcVOIASfmvzW,https://api.spotify.com/v1/tracks/0AsMWmrDR1XcVOIASfmvzW,https://api.spotify.com/v1/audio-analysis/0AsMWmrDR1XcVOIASfmvzW,327400,4
to you (feat. brian mcknight),"earth, wind & fire",0.664,0.604,9,-6.327,1,0.0413,0.202,0.0,0.273,0.294,143.83,not_hot,4Mal5yNK7tfebGhkt36Qb1,spotify:track:4Mal5yNK7tfebGhkt36Qb1,https://api.spotify.com/v1/tracks/4Mal5yNK7tfebGhkt36Qb1,https://api.spotify.com/v1/audio-analysis/4Mal5yNK7tfebGhkt36Qb1,274947,4
foolish pride,travis tritt,0.579,0.472,5,-8.587,1,0.0259,0.0578,0.000256,0.0949,0.345,116.742,not_hot,4bBEH5gGRHf5YxZGqzIvMP,spotify:track:4bBEH5gGRHf5YxZGqzIvMP,https://api.spotify.com/v1/tracks/4bBEH5gGRHf5YxZGqzIvMP,https://api.spotify.com/v1/audio-analysis/4bBEH5gGRHf5YxZGqzIvMP,259373,4
never going back,the score,0.546,0.619,6,-6.09,0,0.042,0.0122,0.0,0.0585,0.625,159.982,not_hot,5k02Wjsu2MdpF3c9VFQD0k,spotify:track:5k02Wjsu2MdpF3c9VFQD0k,https://api.spotify.com/v1/tracks/5k02Wjsu2MdpF3c9VFQD0k,https://api.spotify.com/v1/audio-analysis/5k02Wjsu2MdpF3c9VFQD0k,197680,4
hide your love,jonny lang,0.39,0.77,2,-7.563,0,0.0429,0.000508,0.000286,0.06,0.293,144.186,not_hot,6zg9sAYiablsmRzwGi8I11,spotify:track:6zg9sAYiablsmRzwGi8I11,https://api.spotify.com/v1/tracks/6zg9sAYiablsmRzwGi8I11,https://api.spotify.com/v1/audio-analysis/6zg9sAYiablsmRzwGi8I11,289413,4
crying,björk,0.658,0.678,4,-11.123,0,0.0309,0.00602,0.0155,0.413,0.702,116.203,not_hot,2r2po2XXRmk9zgiFYHcHNZ,spotify:track:2r2po2XXRmk9zgiFYHcHNZ,https://api.spotify.com/v1/tracks/2r2po2XXRmk9zgiFYHcHNZ,https://api.spotify.com/v1/audio-analysis/2r2po2XXRmk9zgiFYHcHNZ,289733,4
one belief away,bonnie raitt,0.483,0.589,0,-9.883,1,0.049,0.211,0.00554,0.066,0.78,170.777,not_hot,08Niz5yjtPrLLuovSFH4LH,spotify:track:08Niz5yjtPrLLuovSFH4LH,https://api.spotify.com/v1/tracks/08Niz5yjtPrLLuovSFH4LH,https://api.spotify.com/v1/audio-analysis/08Niz5yjtPrLLuovSFH4LH,277133,4
reggae radio station,third world,0.841,0.372,9,-16.564,0,0.0879,0.23,7.03e-06,0.221,0.827,139.725,not_hot,3POCsPpJE6upwFWnQxGNLU,spotify:track:3POCsPpJE6upwFWnQxGNLU,https://api.spotify.com/v1/tracks/3POCsPpJE6upwFWnQxGNLU,https://api.spotify.com/v1/audio-analysis/3POCsPpJE6upwFWnQxGNLU,244373,4
gone hollywood,supertramp,0.368,0.625,8,-9.308,1,0.0375,0.372,0.00076,0.0577,0.23,82.709,not_hot,43BVfHr7mkNDtNIGVp1vff,spotify:track:43BVfHr7mkNDtNIGVp1vff,https://api.spotify.com/v1/tracks/43BVfHr7mkNDtNIGVp1vff,https://api.spotify.com/v1/audio-analysis/43BVfHr7mkNDtNIGVp1vff,320987,4
waltzing back,the cranberries,0.42,0.512,7,-14.296,1,0.0367,0.141,0.00493,0.0848,0.654,171.237,not_hot,2DatwzQ0xg6irPSQG7AnLJ,spotify:track:2DatwzQ0xg6irPSQG7AnLJ,https://api.spotify.com/v1/tracks/2DatwzQ0xg6irPSQG7AnLJ,https://api.spotify.com/v1/audio-analysis/2DatwzQ0xg6irPSQG7AnLJ,218000,3
if i had a hammer (the hammer song),sam cooke,0.648,0.457,0,-9.999,1,0.0644,0.577,0.0,0.773,0.634,144.166,not_hot,1LPL9jbdLJ8VmBBPkUwrcM,spotify:track:1LPL9jbdLJ8VmBBPkUwrcM,https://api.spotify.com/v1/tracks/1LPL9jbdLJ8VmBBPkUwrcM,https://api.spotify.com/v1/audio-analysis/1LPL9jbdLJ8VmBBPkUwrcM,385227,4
laughing on the outside (crying on the inside),dinah shore,0.414,0.148,7,-13.059,0,0.0387,0.92,1.36e-06,0.202,0.289,65.673,not_hot,2RG22MnkRzrPNAyc0eFn8w,spotify:track:2RG22MnkRzrPNAyc0eFn8w,https://api.spotify.com/v1/tracks/2RG22MnkRzrPNAyc0eFn8w,https://api.spotify.com/v1/audio-analysis/2RG22MnkRzrPNAyc0eFn8w,186960,4
no pressure,justin bieber,0.644,0.595,1,-6.877,1,0.215,0.121,0.0,0.279,0.554,148.889,not_hot,23UV8pJEvRnAZd6ZAXBC0H,spotify:track:23UV8pJEvRnAZd6ZAXBC0H,https://api.spotify.com/v1/tracks/23UV8pJEvRnAZd6ZAXBC0H,https://api.spotify.com/v1/audio-analysis/23UV8pJEvRnAZd6ZAXBC0H,286853,3
surfin' bird,ramones,0.444,0.983,9,-2.409,1,0.0562,0.0867,2.04e-05,0.186,0.869,193.871,not_hot,3GgYsEaTyCeTH3e5JyEyXf,spotify:track:3GgYsEaTyCeTH3e5JyEyXf,https://api.spotify.com/v1/tracks/3GgYsEaTyCeTH3e5JyEyXf,https://api.spotify.com/v1/audio-analysis/3GgYsEaTyCeTH3e5JyEyXf,157827,4
three time loser,dan seals,0.71,0.523,10,-13.852,1,0.0316,0.0852,1.76e-05,0.172,0.787,104.856,not_hot,4ZNUKBCXaU3SC7wCDXD7yw,spotify:track:4ZNUKBCXaU3SC7wCDXD7yw,https://api.spotify.com/v1/tracks/4ZNUKBCXaU3SC7wCDXD7yw,https://api.spotify.com/v1/audio-analysis/4ZNUKBCXaU3SC7wCDXD7yw,184627,4
cherry tree,"10,000 maniacs",0.605,0.606,9,-15.816,1,0.0337,0.00692,5.89e-06,0.251,0.843,140.073,not_hot,2fyrd12bgmdSd0OgmCRN2H,spotify:track:2fyrd12bgmdSd0OgmCRN2H,https://api.spotify.com/v1/tracks/2fyrd12bgmdSd0OgmCRN2H,https://api.spotify.com/v1/audio-analysis/2fyrd12bgmdSd0OgmCRN2H,191827,4
just for money,paul hardcastle,0.741,0.785,2,-13.393,0,0.0531,0.0395,0.0375,0.753,0.871,115.495,not_hot,2P03wQWKTNK396mElZ74xy,spotify:track:2P03wQWKTNK396mElZ74xy,https://api.spotify.com/v1/tracks/2P03wQWKTNK396mElZ74xy,https://api.spotify.com/v1/audio-analysis/2P03wQWKTNK396mElZ74xy,309533,4
hate to feel,alice in chains,0.293,0.909,8,-5.394,1,0.0955,0.115,0.0,0.0512,0.114,138.561,not_hot,0rglK8l5QBSADvao8n4d2N,spotify:track:0rglK8l5QBSADvao8n4d2N,https://api.spotify.com/v1/tracks/0rglK8l5QBSADvao8n4d2N,https://api.spotify.com/v1/audio-analysis/0rglK8l5QBSADvao8n4d2N,316200,4
you say you will,trisha yearwood,0.823,0.64,4,-8.149,1,0.0325,0.464,0.000947,0.205,0.892,113.763,not_hot,3ySYrTsfpAPuNgNeK7bhR7,spotify:track:3ySYrTsfpAPuNgNeK7bhR7,https://api.spotify.com/v1/tracks/3ySYrTsfpAPuNgNeK7bhR7,https://api.spotify.com/v1/audio-analysis/3ySYrTsfpAPuNgNeK7bhR7,220000,4
softly and tenderly,randy travis,0.468,0.214,11,-14.463,1,0.0279,0.686,0.0,0.114,0.302,84.139,not_hot,7Gou4Zi5tfaAh7D8QDbzgR,spotify:track:7Gou4Zi5tfaAh7D8QDbzgR,https://api.spotify.com/v1/tracks/7Gou4Zi5tfaAh7D8QDbzgR,https://api.spotify.com/v1/audio-analysis/7Gou4Zi5tfaAh7D8QDbzgR,199667,3
i got it made (re-recorded/remasterd),special ed,0.662,0.751,5,-8.43,1,0.25,0.0156,0.00101,0.0999,0.845,190.077,not_hot,0ySufq1yFjvFTsWKkvRSht,spotify:track:0ySufq1yFjvFTsWKkvRSht,https://api.spotify.com/v1/tracks/0ySufq1yFjvFTsWKkvRSht,https://api.spotify.com/v1/audio-analysis/0ySufq1yFjvFTsWKkvRSht,222672,4
relentless,kansas,0.39,0.68,9,-6.793,1,0.0338,0.000872,3.5e-06,0.0543,0.749,139.839,not_hot,5O4rVUjsG66l2nArhYW57m,spotify:track:5O4rVUjsG66l2nArhYW57m,https://api.spotify.com/v1/tracks/5O4rVUjsG66l2nArhYW57m,https://api.spotify.com/v1/audio-analysis/5O4rVUjsG66l2nArhYW57m,296813,4
(sittin' on) the dock of the bay,glen campbell,0.68,0.454,2,-10.972,1,0.0268,0.583,3.29e-05,0.0793,0.693,110.36,not_hot,4AMoWKnElhuJniqKP0UFDh,spotify:track:4AMoWKnElhuJniqKP0UFDh,https://api.spotify.com/v1/tracks/4AMoWKnElhuJniqKP0UFDh,https://api.spotify.com/v1/audio-analysis/4AMoWKnElhuJniqKP0UFDh,152960,4
goodbye bread,ty segall,0.293,0.386,2,-7.851,1,0.0327,0.000323,0.308,0.0993,0.369,125.537,not_hot,64eEA41fT8fejJDUXZdG48,spotify:track:64eEA41fT8fejJDUXZdG48,https://api.spotify.com/v1/tracks/64eEA41fT8fejJDUXZdG48,https://api.spotify.com/v1/audio-analysis/64eEA41fT8fejJDUXZdG48,204733,4
life of the party,debbie davies,0.749,0.732,11,-7.897,0,0.0389,0.217,0.000469,0.0981,0.952,102.063,not_hot,0YdyAqpiuGX1GPocApE83R,spotify:track:0YdyAqpiuGX1GPocApE83R,https://api.spotify.com/v1/tracks/0YdyAqpiuGX1GPocApE83R,https://api.spotify.com/v1/audio-analysis/0YdyAqpiuGX1GPocApE83R,231080,4
i crave my pig meat,blind boy fuller,0.619,0.28,5,-13.28,1,0.0907,0.993,0.00152,0.133,0.632,92.556,not_hot,3xqLPuGnb7779XCrm7MzJF,spotify:track:3xqLPuGnb7779XCrm7MzJF,https://api.spotify.com/v1/tracks/3xqLPuGnb7779XCrm7MzJF,https://api.spotify.com/v1/audio-analysis/3xqLPuGnb7779XCrm7MzJF,171640,4
so far away,dire straits,0.689,0.463,4,-11.716,1,0.0285,0.249,0.18,0.0589,0.702,114.455,not_hot,3pGBIgFdfdnjtHDJR4nbrR,spotify:track:3pGBIgFdfdnjtHDJR4nbrR,https://api.spotify.com/v1/tracks/3pGBIgFdfdnjtHDJR4nbrR,https://api.spotify.com/v1/audio-analysis/3pGBIgFdfdnjtHDJR4nbrR,312133,4
you're my best friend,queen,0.567,0.727,0,-8.802,1,0.0435,0.0428,0.906,0.0991,0.577,120.998,not_hot,49L5s7lTES5EVnyGO09H0S,spotify:track:49L5s7lTES5EVnyGO09H0S,https://api.spotify.com/v1/tracks/49L5s7lTES5EVnyGO09H0S,https://api.spotify.com/v1/audio-analysis/49L5s7lTES5EVnyGO09H0S,177893,4
checkin' up on my baby,sonny boy williamson ii,0.553,0.772,7,-6.169,1,0.07,0.468,0.000275,0.0585,0.678,141.377,not_hot,2OhZ7z0LwACA5mi1t8vuxx,spotify:track:2OhZ7z0LwACA5mi1t8vuxx,https://api.spotify.com/v1/tracks/2OhZ7z0LwACA5mi1t8vuxx,https://api.spotify.com/v1/audio-analysis/2OhZ7z0LwACA5mi1t8vuxx,117693,4
roxanne,sly & robbie,0.613,0.274,9,-13.146,0,0.0714,0.0162,0.918,0.0751,0.66,171.802,not_hot,0OuwHJkjivgkx8oAiDWcKq,spotify:track:0OuwHJkjivgkx8oAiDWcKq,https://api.spotify.com/v1/tracks/0OuwHJkjivgkx8oAiDWcKq,https://api.spotify.com/v1/audio-analysis/0OuwHJkjivgkx8oAiDWcKq,299827,4
"champagne for my real friends, real pain for my sham friends",fall out boy,0.445,0.964,0,-3.278,1,0.0803,0.000553,0.0,0.696,0.511,160.153,not_hot,78A2FZKzGtkaIIlov5te9S,spotify:track:78A2FZKzGtkaIIlov5te9S,https://api.spotify.com/v1/tracks/78A2FZKzGtkaIIlov5te9S,https://api.spotify.com/v1/audio-analysis/78A2FZKzGtkaIIlov5te9S,203813,4
a million and one,dean martin,0.203,0.299,10,-13.979,1,0.0313,0.912,0.000128,0.186,0.423,75.574,not_hot,1DTydXUp7Y4InWSM38rLuI,spotify:track:1DTydXUp7Y4InWSM38rLuI,https://api.spotify.com/v1/tracks/1DTydXUp7Y4InWSM38rLuI,https://api.spotify.com/v1/audio-analysis/1DTydXUp7Y4InWSM38rLuI,175227,4
yesterday's mistakes,oi va voi,0.604,0.63,9,-7.805,0,0.0464,0.095,6.16e-05,0.217,0.225,139.95,not_hot,3bt8oOqjFtoeo243jsNmf3,spotify:track:3bt8oOqjFtoeo243jsNmf3,https://api.spotify.com/v1/tracks/3bt8oOqjFtoeo243jsNmf3,https://api.spotify.com/v1/audio-analysis/3bt8oOqjFtoeo243jsNmf3,280400,4
guess who's coming to dinner,black uhuru,0.802,0.547,6,-16.242,1,0.0536,0.0316,0.00424,0.0941,0.924,134.933,not_hot,491UeUcSyZw0pzzTayQlJM,spotify:track:491UeUcSyZw0pzzTayQlJM,https://api.spotify.com/v1/tracks/491UeUcSyZw0pzzTayQlJM,https://api.spotify.com/v1/audio-analysis/491UeUcSyZw0pzzTayQlJM,381307,4
highway star,deep purple,0.298,0.895,9,-7.647,0,0.0547,0.0283,0.00574,0.305,0.544,173.737,not_hot,4gVTozEmzwAUXpwj3jEetX,spotify:track:4gVTozEmzwAUXpwj3jEetX,https://api.spotify.com/v1/tracks/4gVTozEmzwAUXpwj3jEetX,https://api.spotify.com/v1/audio-analysis/4gVTozEmzwAUXpwj3jEetX,368507,4
drifter,iron maiden,0.34,0.974,0,-5.114,1,0.106,0.000473,0.0928,0.373,0.475,101.276,not_hot,7EvjTEzuv7TWaIaWY63sWV,spotify:track:7EvjTEzuv7TWaIaWY63sWV,https://api.spotify.com/v1/tracks/7EvjTEzuv7TWaIaWY63sWV,https://api.spotify.com/v1/audio-analysis/7EvjTEzuv7TWaIaWY63sWV,288947,4
life's too short to love like that,faith hill,0.673,0.755,9,-6.957,1,0.0377,0.133,0.0,0.486,0.951,160.872,not_hot,0oHecj4oBPKj9Y8ZQ2INIs,spotify:track:0oHecj4oBPKj9Y8ZQ2INIs,https://api.spotify.com/v1/tracks/0oHecj4oBPKj9Y8ZQ2INIs,https://api.spotify.com/v1/audio-analysis/0oHecj4oBPKj9Y8ZQ2INIs,158267,4
"touch me, lord jesus",lavern baker,0.514,0.265,3,-15.674,1,0.0297,0.789,0.0,0.105,0.53,95.858,not_hot,6mixzelbpzfYfQzev93TmH,spotify:track:6mixzelbpzfYfQzev93TmH,https://api.spotify.com/v1/tracks/6mixzelbpzfYfQzev93TmH,https://api.spotify.com/v1/audio-analysis/6mixzelbpzfYfQzev93TmH,168667,3
say yes,floetry,0.747,0.398,5,-12.932,0,0.0743,0.211,1.42e-06,0.113,0.428,117.901,not_hot,2fE4MbwX3QGMzNaMjGVhtw,spotify:track:2fE4MbwX3QGMzNaMjGVhtw,https://api.spotify.com/v1/tracks/2fE4MbwX3QGMzNaMjGVhtw,https://api.spotify.com/v1/audio-analysis/2fE4MbwX3QGMzNaMjGVhtw,268373,1
barton hollow,the civil wars,0.421,0.659,2,-7.339,1,0.0302,0.125,0.0,0.0857,0.436,90.913,not_hot,6ZOBY9RG2tcxXX0ohKtfRc,spotify:track:6ZOBY9RG2tcxXX0ohKtfRc,https://api.spotify.com/v1/tracks/6ZOBY9RG2tcxXX0ohKtfRc,https://api.spotify.com/v1/audio-analysis/6ZOBY9RG2tcxXX0ohKtfRc,205773,4
my own way,duran duran,0.629,0.848,4,-7.632,0,0.043,0.00929,0.000139,0.0629,0.811,123.601,not_hot,3rbIgWZMXLqOdqpY7XuzVz,spotify:track:3rbIgWZMXLqOdqpY7XuzVz,https://api.spotify.com/v1/tracks/3rbIgWZMXLqOdqpY7XuzVz,https://api.spotify.com/v1/audio-analysis/3rbIgWZMXLqOdqpY7XuzVz,290747,4
moonlight lover,joya landis,0.715,0.505,5,-11.159,1,0.0511,0.162,0.00473,0.0556,0.612,80.832,not_hot,499BkazqbTBY2JWeCAxKdl,spotify:track:499BkazqbTBY2JWeCAxKdl,https://api.spotify.com/v1/tracks/499BkazqbTBY2JWeCAxKdl,https://api.spotify.com/v1/audio-analysis/499BkazqbTBY2JWeCAxKdl,143893,4
shadow,soja,0.728,0.721,0,-3.769,1,0.0719,0.00771,0.0,0.174,0.852,77.978,not_hot,315y04BRSEmBphhEOBaohn,spotify:track:315y04BRSEmBphhEOBaohn,https://api.spotify.com/v1/tracks/315y04BRSEmBphhEOBaohn,https://api.spotify.com/v1/audio-analysis/315y04BRSEmBphhEOBaohn,231139,4
night nurse,gregory isaacs,0.824,0.366,7,-10.96,1,0.145,0.039,0.106,0.0403,0.895,73.949,not_hot,4DQttwipnILl88cru3BRZx,spotify:track:4DQttwipnILl88cru3BRZx,https://api.spotify.com/v1/tracks/4DQttwipnILl88cru3BRZx,https://api.spotify.com/v1/audio-analysis/4DQttwipnILl88cru3BRZx,249533,4
the black swan,nina simone,0.275,0.348,4,-15.458,0,0.201,0.968,0.0101,0.964,0.367,87.082,not_hot,2mfnzSyse5G5uKyxbZn97Q,spotify:track:2mfnzSyse5G5uKyxbZn97Q,https://api.spotify.com/v1/tracks/2mfnzSyse5G5uKyxbZn97Q,https://api.spotify.com/v1/audio-analysis/2mfnzSyse5G5uKyxbZn97Q,364733,4
silly crush,masaki matsubara,0.626,0.462,2,-11.36,1,0.0715,0.0175,1.44e-06,0.067,0.672,102.35,not_hot,44MAe7e2MbOPLnP3XWC8ie,spotify:track:44MAe7e2MbOPLnP3XWC8ie,https://api.spotify.com/v1/tracks/44MAe7e2MbOPLnP3XWC8ie,https://api.spotify.com/v1/audio-analysis/44MAe7e2MbOPLnP3XWC8ie,251000,4
moonlight bay,the drifters,0.616,0.565,3,-10.057,1,0.0356,0.765,0.0,0.0679,0.932,152.883,not_hot,2Bw9tGndnbkmfsdvvCQ68m,spotify:track:2Bw9tGndnbkmfsdvvCQ68m,https://api.spotify.com/v1/tracks/2Bw9tGndnbkmfsdvvCQ68m,https://api.spotify.com/v1/audio-analysis/2Bw9tGndnbkmfsdvvCQ68m,129733,4
two hearts,special efx,0.712,0.626,7,-8.517,0,0.0327,0.0618,0.332,0.0814,0.664,113.383,not_hot,1Iuxeix4vUhGrHgu7FTp4z,spotify:track:1Iuxeix4vUhGrHgu7FTp4z,https://api.spotify.com/v1/tracks/1Iuxeix4vUhGrHgu7FTp4z,https://api.spotify.com/v1/audio-analysis/1Iuxeix4vUhGrHgu7FTp4z,255933,5
shoeshine boy,eddie kendricks,0.641,0.661,2,-10.621,1,0.0491,0.326,2.46e-05,0.11,0.941,167.201,not_hot,1vIsPpjkRBJyFBbYdQNopN,spotify:track:1vIsPpjkRBJyFBbYdQNopN,https://api.spotify.com/v1/tracks/1vIsPpjkRBJyFBbYdQNopN,https://api.spotify.com/v1/audio-analysis/1vIsPpjkRBJyFBbYdQNopN,195493,4
lorena,john hartford,0.545,0.192,4,-17.434,1,0.0336,0.849,0.00592,0.189,0.657,160.559,not_hot,1FGs5aidfaFFH55Ob1Ovwq,spotify:track:1FGs5aidfaFFH55Ob1Ovwq,https://api.spotify.com/v1/tracks/1FGs5aidfaFFH55Ob1Ovwq,https://api.spotify.com/v1/audio-analysis/1FGs5aidfaFFH55Ob1Ovwq,281800,4
vertigo,khalid,0.487,0.458,4,-7.761,0,0.0371,0.552,0.0257,0.117,0.207,115.989,not_hot,7stcuQtnHL7C6XdPvpwywv,spotify:track:7stcuQtnHL7C6XdPvpwywv,https://api.spotify.com/v1/tracks/7stcuQtnHL7C6XdPvpwywv,https://api.spotify.com/v1/audio-analysis/7stcuQtnHL7C6XdPvpwywv,270413,4
tooth fang & claw,ted nugent,0.528,0.902,9,-7.508,1,0.0825,0.0293,0.000407,0.0991,0.301,142.921,not_hot,0ScmNrag3S0b1hCP1lFdkL,spotify:track:0ScmNrag3S0b1hCP1lFdkL,https://api.spotify.com/v1/tracks/0ScmNrag3S0b1hCP1lFdkL,https://api.spotify.com/v1/audio-analysis/0ScmNrag3S0b1hCP1lFdkL,412000,4
brave man's death,j. roddy walston & the business,0.531,0.879,3,-5.541,1,0.0472,0.337,0.0,0.596,0.791,140.907,not_hot,26V4mdiCfPc5rQfhoRCo9j,spotify:track:26V4mdiCfPc5rQfhoRCo9j,https://api.spotify.com/v1/tracks/26V4mdiCfPc5rQfhoRCo9j,https://api.spotify.com/v1/audio-analysis/26V4mdiCfPc5rQfhoRCo9j,321240,4
all day all night,ziggy marley & the melody makers,0.658,0.536,0,-10.799,0,0.227,0.0689,0.0,0.0895,0.763,103.096,not_hot,5LSvl02VnBDcJ3Ib10B8j0,spotify:track:5LSvl02VnBDcJ3Ib10B8j0,https://api.spotify.com/v1/tracks/5LSvl02VnBDcJ3Ib10B8j0,https://api.spotify.com/v1/audio-analysis/5LSvl02VnBDcJ3Ib10B8j0,254000,3
broken hearted blues,t. rex,0.486,0.618,7,-9.12,1,0.0468,0.0139,0.0,0.364,0.673,115.173,not_hot,3G1hwb6Okt7Ij3Auv3TDRD,spotify:track:3G1hwb6Okt7Ij3Auv3TDRD,https://api.spotify.com/v1/tracks/3G1hwb6Okt7Ij3Auv3TDRD,https://api.spotify.com/v1/audio-analysis/3G1hwb6Okt7Ij3Auv3TDRD,122853,4
"woman, sensuous woman",mark chesnutt,0.666,0.504,8,-13.017,1,0.0349,0.0156,0.000198,0.32,0.718,122.598,not_hot,0wYDjLEGmgMIRfgDQsBRxg,spotify:track:0wYDjLEGmgMIRfgDQsBRxg,https://api.spotify.com/v1/tracks/0wYDjLEGmgMIRfgDQsBRxg,https://api.spotify.com/v1/audio-analysis/0wYDjLEGmgMIRfgDQsBRxg,192093,4
experience,gentle giant,0.445,0.552,5,-9.261,1,0.0432,0.168,0.304,0.349,0.372,94.638,not_hot,0IFloxttNiiActLjNonDHh,spotify:track:0IFloxttNiiActLjNonDHh,https://api.spotify.com/v1/tracks/0IFloxttNiiActLjNonDHh,https://api.spotify.com/v1/audio-analysis/0IFloxttNiiActLjNonDHh,470360,4
what's love (feat. akon),shaggy,0.817,0.69,9,-7.033,0,0.0368,0.0798,0.0,0.28,0.546,104.99,not_hot,4g63oKy2o7tK5tbfY0o5dW,spotify:track:4g63oKy2o7tK5tbfY0o5dW,https://api.spotify.com/v1/tracks/4g63oKy2o7tK5tbfY0o5dW,https://api.spotify.com/v1/audio-analysis/4g63oKy2o7tK5tbfY0o5dW,187120,4
get outta my car,hasil adkins,0.428,0.923,4,-4.254,1,0.171,0.192,0.000534,0.187,0.533,171.285,not_hot,33xkDP7Dvneo7AqXDtpuBV,spotify:track:33xkDP7Dvneo7AqXDtpuBV,https://api.spotify.com/v1/tracks/33xkDP7Dvneo7AqXDtpuBV,https://api.spotify.com/v1/audio-analysis/33xkDP7Dvneo7AqXDtpuBV,230493,4
summer depression,girl in red,0.693,0.308,9,-15.635,1,0.0442,0.645,0.476,0.127,0.677,129.943,not_hot,3SEZEyvEALlomED5xFeqOs,spotify:track:3SEZEyvEALlomED5xFeqOs,https://api.spotify.com/v1/tracks/3SEZEyvEALlomED5xFeqOs,https://api.spotify.com/v1/audio-analysis/3SEZEyvEALlomED5xFeqOs,151693,4
little talks,of monsters and men,0.457,0.757,1,-5.177,1,0.032,0.0206,0.0,0.146,0.417,102.961,not_hot,2ihCaVdNZmnHZWt0fvAM7B,spotify:track:2ihCaVdNZmnHZWt0fvAM7B,https://api.spotify.com/v1/tracks/2ihCaVdNZmnHZWt0fvAM7B,https://api.spotify.com/v1/audio-analysis/2ihCaVdNZmnHZWt0fvAM7B,266600,4
that's how strong my love is,the youngbloods,0.658,0.177,9,-15.905,1,0.0349,0.887,0.00944,0.112,0.26,114.282,not_hot,7B9SZgZV8fx6wCitobsRDi,spotify:track:7B9SZgZV8fx6wCitobsRDi,https://api.spotify.com/v1/tracks/7B9SZgZV8fx6wCitobsRDi,https://api.spotify.com/v1/audio-analysis/7B9SZgZV8fx6wCitobsRDi,291373,3
radar,morphine,0.623,0.577,1,-10.949,1,0.0575,0.0352,0.0408,0.319,0.411,122.995,not_hot,5mpGhnhI18k7ls12GUbZj8,spotify:track:5mpGhnhI18k7ls12GUbZj8,https://api.spotify.com/v1/tracks/5mpGhnhI18k7ls12GUbZj8,https://api.spotify.com/v1/audio-analysis/5mpGhnhI18k7ls12GUbZj8,208160,4
100 years,five for fighting,0.643,0.569,7,-7.459,1,0.0276,0.544,2.17e-05,0.178,0.275,120.507,not_hot,2lFlveK1y13WWp3vnQtrr3,spotify:track:2lFlveK1y13WWp3vnQtrr3,https://api.spotify.com/v1/tracks/2lFlveK1y13WWp3vnQtrr3,https://api.spotify.com/v1/audio-analysis/2lFlveK1y13WWp3vnQtrr3,244600,4
trust in me,etta james,0.486,0.377,10,-6.777,0,0.0309,0.776,0.0,0.39,0.5,64.033,not_hot,5Zu9mG353GB3p26t7M5AmR,spotify:track:5Zu9mG353GB3p26t7M5AmR,https://api.spotify.com/v1/tracks/5Zu9mG353GB3p26t7M5AmR,https://api.spotify.com/v1/audio-analysis/5Zu9mG353GB3p26t7M5AmR,178467,4
