track_name,artist_name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
anti-hero,taylor swift,0.637,0.643,4,-6.571,1,0.0519,0.13,1.8e-06,0.142,0.533,97.008,hot,0V3wPSX9ygBnCm8psDIegu,spotify:track:0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/tracks/0V3wPSX9ygBnCm8psDIegu,https://api.spotify.com/v1/audio-analysis/0V3wPSX9ygBnCm8psDIegu,200690,4
lift me up,rihanna,0.247,0.299,9,-6.083,1,0.0315,0.899,0.0,0.131,0.172,177.115,hot,35ovElsgyAtQwYPYnZJECg,spotify:track:35ovElsgyAtQwYPYnZJECg,https://api.spotify.com/v1/tracks/35ovElsgyAtQwYPYnZJECg,https://api.spotify.com/v1/audio-analysis/35ovElsgyAtQwYPYnZJECg,196520,4
bad habit,steve lacy,0.686,0.507,1,-7.097,1,0.0357,0.626,7.51e-05,0.383,0.69,168.955,hot,5CM4UuQ9Gnd6K2YyKGPMoK,spotify:track:5CM4UuQ9Gnd6K2YyKGPMoK,https://api.spotify.com/v1/tracks/5CM4UuQ9Gnd6K2YyKGPMoK,https://api.spotify.com/v1/audio-analysis/5CM4UuQ9Gnd6K2YyKGPMoK,232115,4
as it was,harry styles,0.52,0.731,6,-5.338,0,0.0557,0.342,0.00101,0.311,0.662,173.93,hot,4LRPiXqCikLlN15c3yImP7,spotify:track:4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/tracks/4LRPiXqCikLlN15c3yImP7,https://api.spotify.com/v1/audio-analysis/4LRPiXqCikLlN15c3yImP7,167303,4
lavender haze,taylor swift,0.733,0.436,10,-10.489,1,0.08,0.258,0.000573,0.157,0.0976,96.985,hot,5jQI2r1RdgtuT8S3iG8zFC,spotify:track:5jQI2r1RdgtuT8S3iG8zFC,https://api.spotify.com/v1/tracks/5jQI2r1RdgtuT8S3iG8zFC,https://api.spotify.com/v1/audio-analysis/5jQI2r1RdgtuT8S3iG8zFC,202396,4
midnight rain,taylor swift,0.643,0.363,0,-11.738,1,0.0767,0.69,5.17e-05,0.115,0.23,139.865,hot,3rWDp9tBPQR9z6U5YyRSK4,spotify:track:3rWDp9tBPQR9z6U5YyRSK4,https://api.spotify.com/v1/tracks/3rWDp9tBPQR9z6U5YyRSK4,https://api.spotify.com/v1/audio-analysis/3rWDp9tBPQR9z6U5YyRSK4,174783,4
bejeweled,taylor swift,0.7,0.55,7,-9.13,1,0.0653,0.0661,0.000102,0.091,0.412,164.003,hot,0jvo9CjnbR0lYUDTSNTMiu,spotify:track:0jvo9CjnbR0lYUDTSNTMiu,https://api.spotify.com/v1/tracks/0jvo9CjnbR0lYUDTSNTMiu,https://api.spotify.com/v1/audio-analysis/0jvo9CjnbR0lYUDTSNTMiu,194166,4
super freaky girl,nicki minaj,0.95,0.891,2,-2.653,1,0.241,0.0645,1.77e-05,0.309,0.912,133.01,hot,4C6Uex2ILwJi9sZXRdmqXp,spotify:track:4C6Uex2ILwJi9sZXRdmqXp,https://api.spotify.com/v1/tracks/4C6Uex2ILwJi9sZXRdmqXp,https://api.spotify.com/v1/audio-analysis/4C6Uex2ILwJi9sZXRdmqXp,170977,4
shirt,sza,0.824,0.453,3,-9.604,0,0.0968,0.146,0.0273,0.0896,0.552,119.959,hot,34ZAzO78a5DAVNrYIGWcPm,spotify:track:34ZAzO78a5DAVNrYIGWcPm,https://api.spotify.com/v1/tracks/34ZAzO78a5DAVNrYIGWcPm,https://api.spotify.com/v1/audio-analysis/34ZAzO78a5DAVNrYIGWcPm,181831,4
maroon,taylor swift,0.637,0.398,7,-8.294,1,0.0564,0.0573,1.03e-06,0.101,0.0374,108.075,hot,3eX0NZfLtGzoLUxPNvRfqm,spotify:track:3eX0NZfLtGzoLUxPNvRfqm,https://api.spotify.com/v1/tracks/3eX0NZfLtGzoLUxPNvRfqm,https://api.spotify.com/v1/audio-analysis/3eX0NZfLtGzoLUxPNvRfqm,218271,4
i ain't worried,onerepublic,0.704,0.797,0,-5.927,1,0.0475,0.0826,0.000745,0.0546,0.825,139.994,hot,4h9wh7iOZ0GGn8QVp4RAOB,spotify:track:4h9wh7iOZ0GGn8QVp4RAOB,https://api.spotify.com/v1/tracks/4h9wh7iOZ0GGn8QVp4RAOB,https://api.spotify.com/v1/audio-analysis/4h9wh7iOZ0GGn8QVp4RAOB,148486,4
you proof,morgan wallen,0.731,0.85,9,-4.913,1,0.0336,0.252,0.0,0.605,0.644,119.706,hot,5uU1uuyaUIBOiiUSQG7Wl3,spotify:track:5uU1uuyaUIBOiiUSQG7Wl3,https://api.spotify.com/v1/tracks/5uU1uuyaUIBOiiUSQG7Wl3,https://api.spotify.com/v1/audio-analysis/5uU1uuyaUIBOiiUSQG7Wl3,157478,4
karma,taylor swift,0.642,0.62,8,-7.091,1,0.0666,0.0734,0.0,0.483,0.0969,90.02,hot,7KokYm8cMIXCsGVmUvKtqf,spotify:track:7KokYm8cMIXCsGVmUvKtqf,https://api.spotify.com/v1/tracks/7KokYm8cMIXCsGVmUvKtqf,https://api.spotify.com/v1/audio-analysis/7KokYm8cMIXCsGVmUvKtqf,204852,4
vegas,doja cat,0.801,0.601,8,-7.574,0,0.255,0.0777,3.23e-05,0.145,0.74,159.969,hot,0hquQWY3xvYqN4qtiquniF,spotify:track:0hquQWY3xvYqN4qtiquniF,https://api.spotify.com/v1/tracks/0hquQWY3xvYqN4qtiquniF,https://api.spotify.com/v1/audio-analysis/0hquQWY3xvYqN4qtiquniF,182907,4
under the influence,chris brown,0.733,0.69,9,-5.529,0,0.0427,0.0635,1.18e-06,0.105,0.31,116.992,hot,5IgjP7X4th6nMNDh4akUHb,spotify:track:5IgjP7X4th6nMNDh4akUHb,https://api.spotify.com/v1/tracks/5IgjP7X4th6nMNDh4akUHb,https://api.spotify.com/v1/audio-analysis/5IgjP7X4th6nMNDh4akUHb,184613,4
wasted on you,morgan wallen,0.505,0.657,11,-5.24,0,0.0318,0.373,0.00107,0.126,0.252,196.0,hot,3cBsEDNhFI9E82vPj3kvi3,spotify:track:3cBsEDNhFI9E82vPj3kvi3,https://api.spotify.com/v1/tracks/3cBsEDNhFI9E82vPj3kvi3,https://api.spotify.com/v1/audio-analysis/3cBsEDNhFI9E82vPj3kvi3,178520,3
in my head,juice wrld,0.633,0.548,5,-5.634,0,0.0467,0.269,0.0,0.16,0.35,160.011,hot,2RJAKIw6nIkgZVsAIKhmqz,spotify:track:2RJAKIw6nIkgZVsAIKhmqz,https://api.spotify.com/v1/tracks/2RJAKIw6nIkgZVsAIKhmqz,https://api.spotify.com/v1/audio-analysis/2RJAKIw6nIkgZVsAIKhmqz,192000,4
vigilante shit,taylor swift,0.798,0.277,4,-11.096,0,0.39,0.173,5.25e-05,0.121,0.163,79.846,hot,1xwAWUI6Dj0WGC3KiUPN0O,spotify:track:1xwAWUI6Dj0WGC3KiUPN0O,https://api.spotify.com/v1/tracks/1xwAWUI6Dj0WGC3KiUPN0O,https://api.spotify.com/v1/audio-analysis/1xwAWUI6Dj0WGC3KiUPN0O,164801,4
thriller,michael jackson,0.777,0.818,11,-5.64,1,0.0462,0.0906,2.98e-05,0.714,0.847,118.405,hot,20efeySIfZoiSaISGLBbNs,spotify:track:20efeySIfZoiSaISGLBbNs,https://api.spotify.com/v1/tracks/20efeySIfZoiSaISGLBbNs,https://api.spotify.com/v1/audio-analysis/20efeySIfZoiSaISGLBbNs,312413,4
die for you,the weeknd,0.582,0.525,1,-7.163,0,0.0627,0.111,0.0,0.134,0.51,133.249,hot,2Ch7LmS7r2Gy2kc64wv3Bz,spotify:track:2Ch7LmS7r2Gy2kc64wv3Bz,https://api.spotify.com/v1/tracks/2Ch7LmS7r2Gy2kc64wv3Bz,https://api.spotify.com/v1/audio-analysis/2Ch7LmS7r2Gy2kc64wv3Bz,260253,4
something in the orange,zach bryan,0.369,0.192,4,-12.151,0,0.04,0.555,8.35e-06,0.0954,0.148,175.212,hot,3WMj8moIAXJhHsyLaqIIHI,spotify:track:3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/tracks/3WMj8moIAXJhHsyLaqIIHI,https://api.spotify.com/v1/audio-analysis/3WMj8moIAXJhHsyLaqIIHI,228013,3
titi me pregunto,bad bunny,0.65,0.715,5,-5.198,0,0.253,0.0993,0.000291,0.126,0.187,106.672,hot,1IHWl5LamUGEuP4ozKQSXZ,spotify:track:1IHWl5LamUGEuP4ozKQSXZ,https://api.spotify.com/v1/tracks/1IHWl5LamUGEuP4ozKQSXZ,https://api.spotify.com/v1/audio-analysis/1IHWl5LamUGEuP4ozKQSXZ,243717,4
cuff it,beyonce,0.78,0.689,7,-5.668,1,0.141,0.0368,9.69e-06,0.0698,0.642,115.042,hot,1xzi1Jcr7mEi9K2RfzLOqS,spotify:track:1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/tracks/1xzi1Jcr7mEi9K2RfzLOqS,https://api.spotify.com/v1/audio-analysis/1xzi1Jcr7mEi9K2RfzLOqS,225389,4
question...?,taylor swift,0.751,0.502,7,-8.777,1,0.162,0.226,0.0,0.297,0.112,108.989,hot,6C7OF1Jal7YkyjzyUG8vkK,spotify:track:6C7OF1Jal7YkyjzyUG8vkK,https://api.spotify.com/v1/tracks/6C7OF1Jal7YkyjzyUG8vkK,https://api.spotify.com/v1/audio-analysis/6C7OF1Jal7YkyjzyUG8vkK,210557,4
about damn time,lizzo,0.836,0.743,10,-6.305,0,0.0656,0.0995,0.0,0.335,0.722,108.966,hot,1PckUlxKqWQs3RlWXVBLw3,spotify:track:1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/tracks/1PckUlxKqWQs3RlWXVBLw3,https://api.spotify.com/v1/audio-analysis/1PckUlxKqWQs3RlWXVBLw3,191822,4
late night talking,harry styles,0.714,0.728,10,-4.595,1,0.0468,0.298,0.0,0.106,0.901,114.996,hot,1qEmFfgcLObUfQm0j1W2CK,spotify:track:1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/tracks/1qEmFfgcLObUfQm0j1W2CK,https://api.spotify.com/v1/audio-analysis/1qEmFfgcLObUfQm0j1W2CK,177955,4
the kind of love we make,luke combs,0.608,0.745,1,-4.13,1,0.0277,0.0226,6.47e-06,0.0942,0.464,102.025,hot,28n8z9IQKyjMPxmvYMBqZa,spotify:track:28n8z9IQKyjMPxmvYMBqZa,https://api.spotify.com/v1/tracks/28n8z9IQKyjMPxmvYMBqZa,https://api.spotify.com/v1/audio-analysis/28n8z9IQKyjMPxmvYMBqZa,224427,4
she had me at heads carolina,cole swindell,0.607,0.912,8,-3.449,1,0.0611,0.124,0.0,0.332,0.722,134.944,hot,200x8ONbPfFzByUr3fVz46,spotify:track:200x8ONbPfFzByUr3fVz46,https://api.spotify.com/v1/tracks/200x8ONbPfFzByUr3fVz46,https://api.spotify.com/v1/audio-analysis/200x8ONbPfFzByUr3fVz46,206107,4
mastermind,taylor swift,0.661,0.352,4,-14.077,1,0.117,0.571,0.00147,0.0884,0.13,125.934,hot,56hioFjQ0DXrdn04hZcFgG,spotify:track:56hioFjQ0DXrdn04hZcFgG,https://api.spotify.com/v1/tracks/56hioFjQ0DXrdn04hZcFgG,https://api.spotify.com/v1/audio-analysis/56hioFjQ0DXrdn04hZcFgG,191039,4
unstoppable,sia,0.468,0.779,9,-4.839,1,0.0779,0.112,0.000373,0.101,0.26,173.799,hot,1yvMUkIOTeUNtNWlWRgANS,spotify:track:1yvMUkIOTeUNtNWlWRgANS,https://api.spotify.com/v1/tracks/1yvMUkIOTeUNtNWlWRgANS,https://api.spotify.com/v1/audio-analysis/1yvMUkIOTeUNtNWlWRgANS,217747,4
hold me closer,elton john & britney spears,0.667,0.75,0,-4.602,1,0.0906,0.0746,0.000198,0.197,0.486,126.041,hot,72yP0DUlWPyH8P7IoxskwN,spotify:track:72yP0DUlWPyH8P7IoxskwN,https://api.spotify.com/v1/tracks/72yP0DUlWPyH8P7IoxskwN,https://api.spotify.com/v1/audio-analysis/72yP0DUlWPyH8P7IoxskwN,202246,4
labyrinth,taylor swift,0.487,0.313,0,-15.434,1,0.0487,0.791,0.348,0.124,0.141,110.039,hot,43q586vP8gGkYypKoSddhl,spotify:track:43q586vP8gGkYypKoSddhl,https://api.spotify.com/v1/tracks/43q586vP8gGkYypKoSddhl,https://api.spotify.com/v1/audio-analysis/43q586vP8gGkYypKoSddhl,247962,4
5 foot 9,tyler hubbard,0.602,0.796,5,-5.609,1,0.0465,0.146,0.0,0.125,0.53,106.005,hot,6AqwH2Y9FJwhUE2dCSkw1u,spotify:track:6AqwH2Y9FJwhUE2dCSkw1u,https://api.spotify.com/v1/tracks/6AqwH2Y9FJwhUE2dCSkw1u,https://api.spotify.com/v1/audio-analysis/6AqwH2Y9FJwhUE2dCSkw1u,189780,4
sweet nothing,taylor swift,0.334,0.161,0,-14.875,1,0.0506,0.967,4.71e-05,0.115,0.396,176.747,hot,3zmwONxswBAzGwExPugSLN,spotify:track:3zmwONxswBAzGwExPugSLN,https://api.spotify.com/v1/tracks/3zmwONxswBAzGwExPugSLN,https://api.spotify.com/v1/audio-analysis/3zmwONxswBAzGwExPugSLN,188497,4
golden hour,jvke,0.515,0.593,4,-4.801,1,0.0322,0.653,0.162,0.25,0.153,94.467,hot,5odlY52u43F5BjByhxg7wg,spotify:track:5odlY52u43F5BjByhxg7wg,https://api.spotify.com/v1/tracks/5odlY52u43F5BjByhxg7wg,https://api.spotify.com/v1/audio-analysis/5odlY52u43F5BjByhxg7wg,209260,3
monster mash,"bobby ""boris"" pickett and the crypt-kickers",0.672,0.504,11,-14.191,0,0.378,0.375,0.0,0.421,0.715,69.877,hot,2nlDZulcPuOr0jbSu1S0Xh,spotify:track:2nlDZulcPuOr0jbSu1S0Xh,https://api.spotify.com/v1/tracks/2nlDZulcPuOr0jbSu1S0Xh,https://api.spotify.com/v1/audio-analysis/2nlDZulcPuOr0jbSu1S0Xh,192040,4
just wanna rock,lil uzi vert,0.486,0.545,11,-7.924,1,0.0336,0.0652,0.00474,0.0642,0.0385,150.187,hot,4FyesJzVpA39hbYvcseO2d,spotify:track:4FyesJzVpA39hbYvcseO2d,https://api.spotify.com/v1/tracks/4FyesJzVpA39hbYvcseO2d,https://api.spotify.com/v1/audio-analysis/4FyesJzVpA39hbYvcseO2d,123891,4
ghostbusters,ray parker jr.,0.778,0.719,4,-9.698,1,0.0345,0.0123,0.0262,0.297,0.729,115.4,hot,569uHYIB0X324FZOBEhvit,spotify:track:569uHYIB0X324FZOBEhvit,https://api.spotify.com/v1/tracks/569uHYIB0X324FZOBEhvit,https://api.spotify.com/v1/audio-analysis/569uHYIB0X324FZOBEhvit,239133,4
fall in love,bailey zimmerman,0.524,0.643,9,-6.055,1,0.0297,0.451,0.0,0.221,0.397,135.962,hot,5gVCfYmQRPy1QJifP8f5gg,spotify:track:5gVCfYmQRPy1QJifP8f5gg,https://api.spotify.com/v1/tracks/5gVCfYmQRPy1QJifP8f5gg,https://api.spotify.com/v1/audio-analysis/5gVCfYmQRPy1QJifP8f5gg,232059,4
the astronaut,jin,0.54,0.761,5,-5.356,1,0.0311,0.00446,2.5e-06,0.137,0.215,124.988,hot,0h7QMc9ZRzA9QJrbEHytn2,spotify:track:0h7QMc9ZRzA9QJrbEHytn2,https://api.spotify.com/v1/tracks/0h7QMc9ZRzA9QJrbEHytn2,https://api.spotify.com/v1/audio-analysis/0h7QMc9ZRzA9QJrbEHytn2,282463,4
until i found you,stephen sanchez,0.539,0.508,10,-6.05,1,0.0288,0.727,0.0,0.174,0.227,101.358,hot,0T5iIrXA4p5GsubkhuBIKV,spotify:track:0T5iIrXA4p5GsubkhuBIKV,https://api.spotify.com/v1/tracks/0T5iIrXA4p5GsubkhuBIKV,https://api.spotify.com/v1/audio-analysis/0T5iIrXA4p5GsubkhuBIKV,177720,3
rock and a hard place,bailey zimmerman,0.582,0.568,1,-7.3,1,0.0275,0.577,0.0,0.105,0.394,121.991,hot,4686eQ81DEswHa90bcdlC9,spotify:track:4686eQ81DEswHa90bcdlC9,https://api.spotify.com/v1/tracks/4686eQ81DEswHa90bcdlC9,https://api.spotify.com/v1/audio-analysis/4686eQ81DEswHa90bcdlC9,207541,3
california breeze,lil baby,0.738,0.666,5,-6.97,0,0.455,0.00361,0.0,0.107,0.215,161.734,hot,6ug9fUi5oLLgQgOF1G8WkM,spotify:track:6ug9fUi5oLLgQgOF1G8WkM,https://api.spotify.com/v1/tracks/6ug9fUi5oLLgQgOF1G8WkM,https://api.spotify.com/v1/audio-analysis/6ug9fUi5oLLgQgOF1G8WkM,177789,4
victoria’s secret,jax,0.586,0.556,6,-7.639,1,0.0592,0.00655,0.0,0.0836,0.517,167.018,hot,4svaKoxMMP7ImmKrD5hfQu,spotify:track:4svaKoxMMP7ImmKrD5hfQu,https://api.spotify.com/v1/tracks/4svaKoxMMP7ImmKrD5hfQu,https://api.spotify.com/v1/audio-analysis/4svaKoxMMP7ImmKrD5hfQu,176125,4
son of a sinner,jelly roll,0.365,0.541,7,-7.489,1,0.0304,0.0419,2.25e-06,0.281,0.329,86.041,hot,25VQoiuyc0HkC5FQTj1a8G,spotify:track:25VQoiuyc0HkC5FQTj1a8G,https://api.spotify.com/v1/tracks/25VQoiuyc0HkC5FQTj1a8G,https://api.spotify.com/v1/audio-analysis/25VQoiuyc0HkC5FQTj1a8G,232093,4
what my world spins around,jordan davis,0.675,0.726,2,-6.459,1,0.0461,0.105,0.0,0.153,0.671,124.872,hot,6HBRLaSQ7NB8MNlaqzYen1,spotify:track:6HBRLaSQ7NB8MNlaqzYen1,https://api.spotify.com/v1/tracks/6HBRLaSQ7NB8MNlaqzYen1,https://api.spotify.com/v1/audio-analysis/6HBRLaSQ7NB8MNlaqzYen1,186791,4
star walkin' (league of legends worlds anthem),lil nas x,0.637,0.715,2,-4.971,0,0.0455,0.148,0.0,0.0892,0.308,141.872,hot,38T0tPVZHcPZyhtOcCP7pF,spotify:track:38T0tPVZHcPZyhtOcCP7pF,https://api.spotify.com/v1/tracks/38T0tPVZHcPZyhtOcCP7pF,https://api.spotify.com/v1/audio-analysis/38T0tPVZHcPZyhtOcCP7pF,210576,4
heyy,lil baby,0.494,0.667,7,-4.632,1,0.263,0.00299,0.0,0.0815,0.179,88.028,hot,6qzBOV7lg2pnYm1tIvjxo3,spotify:track:6qzBOV7lg2pnYm1tIvjxo3,https://api.spotify.com/v1/tracks/6qzBOV7lg2pnYm1tIvjxo3,https://api.spotify.com/v1/audio-analysis/6qzBOV7lg2pnYm1tIvjxo3,192727,5
music for a sushi restaurant,harry styles,0.72,0.715,11,-4.652,1,0.04,0.258,0.0568,0.107,0.357,107.041,hot,5LYMamLv12UPbemOaTPyeV,spotify:track:5LYMamLv12UPbemOaTPyeV,https://api.spotify.com/v1/tracks/5LYMamLv12UPbemOaTPyeV,https://api.spotify.com/v1/audio-analysis/5LYMamLv12UPbemOaTPyeV,193813,4
made you look,meghan trainor,0.838,0.525,10,-3.562,1,0.0665,0.345,1.92e-06,0.0771,0.884,144.981,hot,0QHEIqNKsMoOY5urbzN48u,spotify:track:0QHEIqNKsMoOY5urbzN48u,https://api.spotify.com/v1/tracks/0QHEIqNKsMoOY5urbzN48u,https://api.spotify.com/v1/audio-analysis/0QHEIqNKsMoOY5urbzN48u,134256,4
romantic homicide,d4vd,0.571,0.544,6,-10.613,1,0.0299,0.453,0.00805,0.322,0.216,132.052,hot,1xK59OXxi2TAAAbmZK0kBL,spotify:track:1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/tracks/1xK59OXxi2TAAAbmZK0kBL,https://api.spotify.com/v1/audio-analysis/1xK59OXxi2TAAAbmZK0kBL,132631,4
wishful drinking,ingrid andress with sam hunt,0.678,0.528,10,-7.317,1,0.0551,0.289,0.0,0.0734,0.614,79.018,hot,3HGnIIdHYIbkowzLk8UHbE,spotify:track:3HGnIIdHYIbkowzLk8UHbE,https://api.spotify.com/v1/tracks/3HGnIIdHYIbkowzLk8UHbE,https://api.spotify.com/v1/audio-analysis/3HGnIIdHYIbkowzLk8UHbE,194545,4
bigger than the whole sky,taylor swift,0.422,0.235,6,-12.379,1,0.0568,0.826,0.00648,0.115,0.068,165.71,hot,0BiqmkasE5FdrChwKfVp8X,spotify:track:0BiqmkasE5FdrChwKfVp8X,https://api.spotify.com/v1/tracks/0BiqmkasE5FdrChwKfVp8X,https://api.spotify.com/v1/audio-analysis/0BiqmkasE5FdrChwKfVp8X,218503,4
free mind,tems,0.562,0.463,6,-7.478,1,0.0787,0.442,0.000145,0.157,0.416,125.15,hot,2mzM4Y0Rnx2BDZqRnhQ5Q6,spotify:track:2mzM4Y0Rnx2BDZqRnhQ5Q6,https://api.spotify.com/v1/tracks/2mzM4Y0Rnx2BDZqRnhQ5Q6,https://api.spotify.com/v1/audio-analysis/2mzM4Y0Rnx2BDZqRnhQ5Q6,247579,5
no se va,grupo frontera,0.594,0.527,0,-9.335,1,0.0335,0.121,0.0,0.234,0.692,172.712,hot,5JhUm1v5AbI5Yu6jLKCPRO,spotify:track:5JhUm1v5AbI5Yu6jLKCPRO,https://api.spotify.com/v1/tracks/5JhUm1v5AbI5Yu6jLKCPRO,https://api.spotify.com/v1/audio-analysis/5JhUm1v5AbI5Yu6jLKCPRO,194019,4
the great war,taylor swift,0.573,0.741,5,-8.987,1,0.0353,0.219,2.23e-05,0.0842,0.554,96.016,hot,3UMrglJeju5yWyYIW6o99b,spotify:track:3UMrglJeju5yWyYIW6o99b,https://api.spotify.com/v1/tracks/3UMrglJeju5yWyYIW6o99b,https://api.spotify.com/v1/audio-analysis/3UMrglJeju5yWyYIW6o99b,240356,4
billie eilish.,armani white,0.9,0.509,1,-6.647,1,0.257,0.115,1.67e-06,0.0937,0.765,100.007,hot,27ZZdyTSQWI7Cug2d2PkqV,spotify:track:27ZZdyTSQWI7Cug2d2PkqV,https://api.spotify.com/v1/tracks/27ZZdyTSQWI7Cug2d2PkqV,https://api.spotify.com/v1/audio-analysis/27ZZdyTSQWI7Cug2d2PkqV,99283,4
paris,taylor swift,0.7,0.509,7,-10.547,1,0.0789,0.112,3.27e-05,0.137,0.345,110.947,hot,7712gjoih4QoDbXpljEk21,spotify:track:7712gjoih4QoDbXpljEk21,https://api.spotify.com/v1/tracks/7712gjoih4QoDbXpljEk21,https://api.spotify.com/v1/audio-analysis/7712gjoih4QoDbXpljEk21,196259,4
whiskey on you,nate smith,0.479,0.768,8,-5.204,1,0.0312,7.02e-05,0.00549,0.121,0.576,110.024,hot,6Tm4Io4ct4w14nB1EUzsY3,spotify:track:6Tm4Io4ct4w14nB1EUzsY3,https://api.spotify.com/v1/tracks/6Tm4Io4ct4w14nB1EUzsY3,https://api.spotify.com/v1/audio-analysis/6Tm4Io4ct4w14nB1EUzsY3,183790,4
all mine,brent faiyaz,0.617,0.378,9,-8.54,1,0.0315,0.428,9.16e-05,0.11,0.22,141.967,hot,3XgGQ1wjo5khvq2UImjyNF,spotify:track:3XgGQ1wjo5khvq2UImjyNF,https://api.spotify.com/v1/tracks/3XgGQ1wjo5khvq2UImjyNF,https://api.spotify.com/v1/audio-analysis/3XgGQ1wjo5khvq2UImjyNF,216063,4
hotel lobby (unc and phew),quavo & takeoff,0.821,0.636,11,-4.479,1,0.169,0.142,0.0,0.233,0.163,127.961,hot,0QNNd0qMCDbraS1nQPg3aA,spotify:track:0QNNd0qMCDbraS1nQPg3aA,https://api.spotify.com/v1/tracks/0QNNd0qMCDbraS1nQPg3aA,https://api.spotify.com/v1/audio-analysis/0QNNd0qMCDbraS1nQPg3aA,142657,4
high infidelity,taylor swift,0.646,0.529,10,-10.179,1,0.0864,0.723,0.0,0.0885,0.755,87.862,hot,5kiZGSxgqPdv6rbqL9THdd,spotify:track:5kiZGSxgqPdv6rbqL9THdd,https://api.spotify.com/v1/tracks/5kiZGSxgqPdv6rbqL9THdd,https://api.spotify.com/v1/audio-analysis/5kiZGSxgqPdv6rbqL9THdd,231475,4
2 be loved (am i ready),lizzo,0.721,0.769,7,-4.111,1,0.105,0.0922,0.0,0.0817,0.915,155.932,hot,2rmwqU7yzTvzkiaRV53DpT,spotify:track:2rmwqU7yzTvzkiaRV53DpT,https://api.spotify.com/v1/tracks/2rmwqU7yzTvzkiaRV53DpT,https://api.spotify.com/v1/audio-analysis/2rmwqU7yzTvzkiaRV53DpT,187108,4
real spill,lil baby,0.776,0.557,2,-7.441,1,0.545,0.0496,0.0,0.112,0.284,156.978,hot,4OkFBMU18NidtaefaTjUq1,spotify:track:4OkFBMU18NidtaefaTjUq1,https://api.spotify.com/v1/tracks/4OkFBMU18NidtaefaTjUq1,https://api.spotify.com/v1/audio-analysis/4OkFBMU18NidtaefaTjUq1,198722,4
last last,burna boy,0.795,0.565,3,-4.457,0,0.0948,0.131,0.0,0.0802,0.55,87.925,hot,5YbPxJwPfrj7uswNwoF1pJ,spotify:track:5YbPxJwPfrj7uswNwoF1pJ,https://api.spotify.com/v1/tracks/5YbPxJwPfrj7uswNwoF1pJ,https://api.spotify.com/v1/audio-analysis/5YbPxJwPfrj7uswNwoF1pJ,172342,4
glitch,taylor swift,0.675,0.466,11,-9.738,0,0.201,0.361,0.0,0.11,0.347,140.864,hot,6wAFvJPpTZVirBKGZ4EnMW,spotify:track:6wAFvJPpTZVirBKGZ4EnMW,https://api.spotify.com/v1/tracks/6wAFvJPpTZVirBKGZ4EnMW,https://api.spotify.com/v1/audio-analysis/6wAFvJPpTZVirBKGZ4EnMW,148781,4
freestyle,lil baby,0.877,0.517,2,-5.426,0,0.0706,0.217,0.0,0.143,0.255,119.996,hot,5BbdKBZO0TH0GhfxUfyhL9,spotify:track:5BbdKBZO0TH0GhfxUfyhL9,https://api.spotify.com/v1/tracks/5BbdKBZO0TH0GhfxUfyhL9,https://api.spotify.com/v1/audio-analysis/5BbdKBZO0TH0GhfxUfyhL9,162053,4
stand on it,lil baby,0.728,0.496,11,-7.298,0,0.127,0.0325,0.0,0.0916,0.214,86.468,hot,26Hgx0810XUis01XWvoftB,spotify:track:26Hgx0810XUis01XWvoftB,https://api.spotify.com/v1/tracks/26Hgx0810XUis01XWvoftB,https://api.spotify.com/v1/audio-analysis/26Hgx0810XUis01XWvoftB,166889,4
la bachata,manuel turizo,0.835,0.679,7,-5.329,0,0.0364,0.583,1.98e-06,0.218,0.85,124.98,hot,5ww2BF9slyYgNOk37BlC4u,spotify:track:5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/tracks/5ww2BF9slyYgNOk37BlC4u,https://api.spotify.com/v1/audio-analysis/5ww2BF9slyYgNOk37BlC4u,162638,4
gotta move on,diddy & bryson tiller,0.699,0.679,9,-4.528,1,0.0556,0.55,0.0,0.0816,0.56,102.919,hot,3K9IrLs25jHtvWjAAFAfav,spotify:track:3K9IrLs25jHtvWjAAFAfav,https://api.spotify.com/v1/tracks/3K9IrLs25jHtvWjAAFAfav,https://api.spotify.com/v1/audio-analysis/3K9IrLs25jHtvWjAAFAfav,160777,4
pick me up,gabby barrett,0.472,0.701,2,-4.563,1,0.0369,0.0387,0.0,0.107,0.515,79.805,hot,7xNYZeFtrB05pi9tc6lEeb,spotify:track:7xNYZeFtrB05pi9tc6lEeb,https://api.spotify.com/v1/tracks/7xNYZeFtrB05pi9tc6lEeb,https://api.spotify.com/v1/audio-analysis/7xNYZeFtrB05pi9tc6lEeb,169440,4
